Unnamed: 0,VPD_NOMINALINCIDENTID_PK,VPD_CONSENTNAME,VPD_NOCONSENTREASON,VPD_CREATEDON,VPD_LASTUPDATEDON,VPD_NOMINALSYNOPSIS,VPD_GPCONSENT,VPD_VPTYPEID_FK,VPD_INCIDENTID_FK,VPD_WELLBEINGCOMMENTS,VPD_NOTINFORMEDREASON,VPD_NOGPCONSENTREASON,VPD_SCRA,VPD_THREEPOINTTEST,VPD_YOUTHATTITUDE,VPD_PARENTATTITUDE,VPD_NOMINALSVIEW,VPD_CHILDPROTECTION,VPD_RECORD_START_DATE,VPD_FORENAME,VPD_SURNAME,VPD_MAIDEN_NAME,VPD_CREATEDON_1,VPD_PLACEOFBIRTH,VPD_PERSONLANGUAGE,VPD_INTERPRETERREQID_FK,VPD_DISABILITY,VPD_DISABILITYDESC,VPD_PERSONETHNICAPPEARANCE,VPD_PERSONGENDER,VPD_KNOWNAS,VPD_REPEATVICTIM,VPD_REPEATPERPETRATOR,misper_misperid,entities_landmarks,entities_addresses,entities_location_types,entities_people_names,entities_people_desc,entities_people_relat,entities_pattern_types,vpd_serious_and_organised_crime_exploitation,vpd_stalking_and_harassment,vpd_suicide_concern,vpd_violence_used,vpd_weapon_used__acra_only_,vpd_bullying,vpd_child_at_locus,vpd_neglect,vpd_self_neglect,vpd_child_criminal_exploitation__cce_,vpd_child_sexual_exploitation__cse_,vpd_community_triage_service,vpd_distress_brief_intervention__dbi_,vpd_dsdas,vpd_child_victim,vpd_child_witnessed,vpd_female_genital_mutilation__fgm_,vpd_forced_marriage__fm_,vpd_gambling,vpd_honour_based_abuse__hba_,vpd_human_trafficking,vpd_looked_after_accommodated_child__laac_,vpd_missing_person,vpd_online_child_sexual_abuse_and_exploitation__ocsae_,vpd_pregnancy__unborn_baby_,vpd_sexual_harm,vpd_elderly,vpd_attempted_suicide,vpd_financial,vpd_sight_loss,vpd_physical_disability,vpd_psychological_harm,vpd_self_harm,vpd_isolation,vpd_hearing_loss,vpd_alcohol_consumption,vpd_learning_disability,vpd_communication_needs,vpd_mental_health_issues,vpd_drug_consumption,vpd_other,vpd_radicalisation
8,102046,Neil Browne,,2022-07-20 17:41:55,2022-07-20 17:41:55,,4,1,979869,Neil is receiving support due to past perpetrator behavior.,,,100,2,,,Neil consented to database input; aware of situation's gravity.,,28-Nov-2022 14:48:11.000Z[UTC],Neil,Browne,,2019-12-10 00:20:55,Stirling,French,1,No,,Black Caribbean,Male,,N,Y,6927,,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
0,102047,Charlotte Ahmed,,2023-09-08 14:45:24,2023-09-10 14:45:24,Charlotte faces financial strain.,4,1,16041,Charlotte is stable and receiving appropriate support at this time.,,,100,2,,,Charlotte consented to database input and understood the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,financial difficulties,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1,102048,Glen Dixon,,2023-11-11 23:04:24,2023-11-13 12:23:24,"Charlotte was reported at the roadhouse due to concerns from her sister, Alice Ahmed.",1,1,570321,Charlotte is doing well and has not experienced victimization.,,,100,1,,,"Charlotte consented to database input, understanding the situation.",,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,roadhouse,,,Alice Ahmed,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102049,Jodie Gough,,2023-11-26 02:51:24,2023-11-26 02:51:24,,2,1,641573,Charlotte has shown progress and is actively engaged in support.,,,100,2,,,Charlotte acknowledges consent for database input and understands.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,102050,Jodie Gough,No consent was given for information to be shared.,2024-05-22 07:55:24,2024-05-24 07:55:24,,2,1,795090,Charlotte's wellbeing is a priority; consent for data is absent.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Charlotte unwilling to consent for information sharing.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,102051,Charlotte Ahmed,,2024-10-11 02:32:24,2024-10-13 02:32:24,,2,1,912163,Charlotte is in a stable environment and managing well.,,,100,2,,,Charlotte understands the situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,102052,Garry Gallagher,,2024-12-28 16:08:24,2024-12-28 16:08:24,,2,1,945954,Charlotte is managing well and has provided consent for support.,,,100,2,,,Charlotte consented to being added to the database.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,102053,Jodie Gough,Unable to locate,2025-01-05 00:35:24,2025-01-05 00:35:24,"Charlotte was last seen leaving the roadhouse with her uncle, heading towards a nearby back road. Concern arose after she didn't arrive at the amusement park as planned. Her wellbeing is currently unverified and requires attention, though consent to input into the database was not obtained.",4,1,995585,Charlotte's wellbeing is currently unverified and needs attention.,Unable to locate,Unable to locate,100,2,,,Charlotte unable to provide consent for database input.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,"back road,roadhouse,amusement park",,uncle,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,102054,Kyle Ahmed,,2025-04-16 14:40:24,2025-04-18 14:40:24,,1,1,998424,Charlotte is currently safe and stable in her environment.,,,100,1,,,Charlotte consented to database entry for support services.,,28-Nov-2022 14:48:11.000Z[UTC],Charlotte,Ahmed,,2023-06-21 17:15:24,Chelmsford,English,1,Not Known,,Black African,Female,,N,N,6918,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102055,Pauline Morgan,,2023-06-20 21:50:01,2023-06-22 21:50:01,,1,1,927643,Pauline experiences ongoing support due to her chronic illness.,,,100,1,,,Pauline understood and consented to database entry despite illness.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,102056,Pauline Morgan,,2023-12-05 05:46:01,2023-12-07 05:46:01,Pauline linked to organized protest activity.,100,1,947715,Pauline is managing her chronic illness with ongoing support.,,,100,2,,,Pauline feels supported by authorities in her situation.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,,,,,linked to organized protest,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,102057,Shirley Watson,Would not engage with police,2023-12-28 01:13:01,2023-12-28 01:13:01,"Pauline left the cabin distressed, not contacting her daughter, and was last seen at the train.",4,1,953162,Pauline is in a vulnerable situation and requires support.,Would not engage with police,Would not engage with police,100,2,,,Pauline stated unwilling to engage with police regarding situation.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,"cabin,train",,daughter,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
3,102058,Pauline Morgan,,2024-05-07 12:03:01,2024-05-07 12:03:01,,4,1,966453,Pauline is safe and receives support for her chronic illness.,,,100,2,,,"Pauline consented, aware of her ongoing vulnerability.",,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,102059,Max Begum,No consent was given for information to be shared.,2024-08-22 01:30:01,2024-08-23 18:39:01,Pauline was linked to an organized protest at a family-related train cabin.,4,1,999044,Pauline experiences chronic illness and has been victimized repeatedly.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,1,,,Pauline disagrees with sharing details without consent.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,"cabin,train",,,,linked to organized protest,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
5,102060,Thomas Bull,,2024-12-29 04:31:01,2024-12-29 04:31:01,,2,1,999064,Pauline experiences ongoing health challenges and requires support.,,,100,1,,,Pauline understands situation and consented to database input.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
6,102061,Declan Young,Unable to locate,2025-01-10 10:19:01,2025-01-10 10:19:01,,2,1,999197,Pauline experiences ongoing health challenges and is a repeated victim.,Unable to locate,Unable to locate,100,1,,,Pauline unable to consent due to chronic illness and vulnerability.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,N,9950,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,102062,Pauline Morgan,,2025-07-06 17:46:01,2025-07-06 17:46:01,,1,1,999300,Pauline experiences chronic illness and is a repeated victim.,,,100,2,,,Pauline expressed understanding and consent for database inclusion.,,28-Nov-2022 14:48:11.000Z[UTC],Pauline,Morgan,,2023-02-21 12:35:01,Ely,English,1,Yes (please specify),Chronic Illness,Mixed,Female,,Y,Y,9950,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,102063,Antony Mason,,2016-12-27 18:15:49,2016-12-27 18:15:49,"Antony was found in an alleyway, confused due to an unknown medical condition. He sought shelter in a closet, needing help.",4,1,406063,Antony requires support and supervision due to dementia-related challenges.,,,100,1,,,"Antony consented, but struggles to fully comprehend details.",,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,"closet,alleyway",,,,unknown medical condition,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
1,102064,Joe Parker,,2017-05-17 12:48:49,2017-05-19 12:48:49,"Antony, known to his friend Iain, was found wandering in an alleyway near his family-related home. He seemed disoriented and sought refuge in a closet. Antony, living with dementia, is receiving proper care.",1,1,786377,Antony is receiving appropriate care for his dementia needs.,,,100,2,,,Antony lacks capacity to fully understand his circumstances.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,"closet,alleyway",Iain,friend,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2,102065,Antony Mason,,2017-11-09 12:04:49,2017-11-09 12:04:49,"Antony missing, unknown condition",2,1,987796,Antony is receiving appropriate support for his dementia care.,,,100,1,,,Antony considers his consent valid despite dementia's impact.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,,,unknown medical condition,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3,102066,Daniel Marshall,,2018-05-07 23:33:49,2018-05-09 20:46:49,,100,1,994812,Antony is receiving appropriate care for his dementia condition.,,,100,2,,,Antony acknowledged situation but struggles to fully comprehend.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,102067,Linda Lawrence,,2018-06-08 02:52:49,2018-06-08 23:36:49,Antony has an unknown medical condition; Amy and Kelly Mason are aware and monitoring him.,4,1,997675,Antony is receiving appropriate care for his dementia needs.,,,100,1,,,"Antony deemed aware, consented to database entry.",,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,Amy,,Kelly Mason,unknown medical condition,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,102068,Beverley Doyle,,2018-06-13 15:41:49,2018-06-13 15:41:49,"Antony, who has dementia, was found disoriented outside a family-related property. A concerned passerby informed Mohamed Howard, who discovered Antony hiding in an alleyway near a closet, after he wandered off earlier.",100,1,999497,Antony is receiving support for his dementia care needs.,,,100,1,,,"Antony lacks full understanding due to dementia, consent given.",,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,"alleyway,closet",Mohamed Howard,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
6,102069,Antony Mason,,2018-07-21 01:39:49,2018-07-21 01:39:49,,1,1,999500,Antony is receiving appropriate care for his dementia needs.,,,100,2,,,Antony lacks understanding due to dementia but consented to input.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7,102070,Daniel Marshall,,2018-09-24 15:45:49,2018-09-26 15:45:49,Antony was found in an alleyway feeling disoriented. Mohamed Howard is helping him seek mental health-related support.,2,1,999717,Antony is receiving appropriate support for his dementia care needs.,,,100,1,,,Antony struggles to comprehend but consented to database entry.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,"alleyway,mental",Mohamed Howard,,,,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8,102071,Daniel Marshall,Would not engage with police,2018-10-17 03:07:49,2018-10-19 03:07:49,,1,1,999766,Antony is experiencing challenges due to dementia and needs support.,Would not engage with police,Would not engage with police,100,2,,,Antony expressed no interest in engaging or assisting police.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
9,102072,Antony Mason,,2019-02-09 12:19:49,2019-02-11 12:19:49,Antony's brother reports an unknown medical condition.,4,1,999810,Antony is currently stable and receiving appropriate support for dementia.,,,100,1,,,"Antony has limited understanding due to dementia, consent given.",,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,brother,,unknown medical condition,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10,102073,Antony Mason,,2019-07-12 17:22:49,2019-07-12 17:22:49,,4,1,1000023,Antony is currently stable and receiving appropriate care.,,,100,2,,,Antony deemed not capable of fully understanding circumstances.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,N,2910,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,102074,Linda Lawrence,No consent was given for information to be shared.,2019-12-29 01:17:49,2019-12-29 11:51:49,Antony was found confused in the alleyway.,1,1,1000120,Antony exhibits signs of dementia and lacks consent for sharing.,No consent was given for information to be shared.,No consent was given for information to be shared.,100,2,,,Antony unable to consent due to dementia and repeated victimization.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,Y,2910,,,alleyway,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
12,102075,Daniel Marshall,Unable to locate,2020-01-24 22:14:49,2020-01-26 22:14:49,"Antony, 81, with dementia, went missing from a mental health clinic. He was last seen in an alleyway, possibly heading toward a family-related location. Lawrence is concerned.",1,1,1000145,Antony experiences dementia and may need additional support.,Unable to locate,Unable to locate,100,2,,,Antony unable to consent; lacks capacity due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Antony,Mason,,2016-08-30 05:48:49,Hereford,English,1,Yes (please specify),Dementia,Asian Indian,Male,,N,Y,2910,,,"mental,alleyway",Lawrence,,,unknown medical condition,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,102076,Declan Roberts,,2019-08-12 08:15:34,2019-08-13 10:51:34,,2,1,7638,Bryan is experiencing early stages of dementia and needs support.,,,100,2,,,"Bryan unable to fully comprehend due to dementia, consent provided.",,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1,102077,Bryan Jones,,2019-08-16 19:05:34,2019-08-18 19:05:34,"After an urban festival, Bryan was last seen near a warehouse and bar, per his sister's report.",100,1,797088,Bryan receives appropriate care and support for his dementia.,,,100,2,,,Bryan lacks capacity to fully comprehend due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,"warehouse,urban",,sister,,missing after outdoor festival,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,102078,Bryan Jones,,2020-01-07 23:01:34,2020-01-09 23:01:34,"Bryan, 76, with dementia, was last seen near an abandoned building, now missing.",4,1,914005,Bryan is currently receiving appropriate support for his dementia.,,,100,1,,,"Bryan uncertain about details due to dementia, consent given.",,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,abandoned building,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,102079,Declan Roberts,Unable to locate,2020-04-26 06:46:34,2020-04-26 06:46:34,,1,1,937067,Bryan requires support due to his dementia diagnosis.,Unable to locate,Unable to locate,100,2,,,Bryan unable to provide consent due to dementia diagnosis.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4,102080,Bethany Davis,Would not engage with police,2020-09-25 09:17:34,2020-09-25 09:17:34,"Bryan, aged 76, with dementia, was found disoriented after speaking to his colleague and brother.",2,1,957743,Bryan is currently at risk due to his dementia.,Would not engage with police,Would not engage with police,100,1,,,Bryan unable to consent due to dementia and non-engagement.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,"colleague,brother",,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,102081,Bryan Jones,,2021-02-08 12:19:34,2021-02-08 12:19:34,,4,1,990198,Bryan is under regular support for his dementia care.,,,100,1,,,Bryan lacks capacity to fully understand due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
6,102082,Elaine Jones,Unable to locate,2021-02-22 07:11:34,2021-02-24 07:11:34,"Bryan, aged 76 and suspected of squatting, was found in an abandoned building near a bar/nightclub. With dementia affecting his communication, he may be unable to seek help on his own. Immediate support is necessary for his wellbeing.",1,1,994097,Bryan requires support due to dementia and limited communication.,Unable to locate,Unable to locate,100,1,,,Bryan unable to consent due to cognitive impairment from dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,abandoned building,,,,suspected to be squatting,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0
7,102083,Bryan Jones,,2021-05-19 06:35:34,2021-05-19 06:35:34,"Bryan withdrew from family, seen at warehouse bar.",1,1,997591,Bryan is receiving appropriate support for his dementia needs.,,,100,1,,,Bryan consented to input; memory issues noted.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,warehouse,,,,withdrew from family,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,102084,Bryan Jones,,2021-07-29 20:59:34,2021-07-31 20:59:34,,100,1,997865,Bryan is receiving appropriate care for his dementia condition.,,,100,1,,,Bryan lacks capacity to fully understand the situation.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
9,102085,Bethany Davis,,2021-10-07 18:00:34,2021-10-07 18:00:34,"Bryan, showing suicidal ideation, last seen by colleague Garry Lewis.",1,1,998002,Bryan is receiving appropriate support for his dementia needs.,,,100,2,,,"Bryan lacks full understanding due to dementia, but consented.",,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,Garry Lewis,colleague,,suicidal ideation,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10,102086,Bryan Jones,,2022-01-15 10:56:34,2022-01-15 10:56:34,,100,1,999056,Bryan is currently receiving appropriate care for his dementia.,,,100,1,,,Bryan deemed to lack full understanding due to dementia.,,28-Nov-2022 14:48:11.000Z[UTC],Bryan,Jones,,2019-07-10 17:04:34,Wolverhampton,Gaelic,1,Yes (please specify),Dementia,Asian Bangladeshi,Male,Kieran,N,N,3809,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
